UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type
4892,M19751,M,303.7,312.3,1756.0,26.4,190.0,0,No Failure
4893,L52072,L,303.7,312.3,1922.0,23.1,193.0,0,No Failure
4894,M19753,M,303.8,312.5,1448.0,44.3,195.0,0,No Failure
4895,H34308,H,303.8,312.5,1447.0,46.6,198.0,0,No Failure
4896,M19755,M,303.8,312.4,1597.0,33.4,203.0,0,No Failure
4897,M19756,M,303.7,312.4,1642.0,32.3,206.0,0,No Failure
4898,H34311,H,303.8,312.5,1525.0,38.0,209.0,0,No Failure
4899,H34312,H,303.6,312.4,1460.0,53.7,214.0,0,No Failure
4900,L52079,L,303.6,312.3,2168.0,17.7,219.0,0,No Failure
4901,L52080,L,303.6,312.4,1388.0,41.9,221.0,0,No Failure
4902,M19761,M,303.6,312.3,1630.0,32.4,223.0,0,No Failure
4903,L52082,L,303.6,312.3,1616.0,29.3,226.0,0,No Failure
4904,L52083,L,303.6,312.4,2232.0,16.8,0.0,0,No Failure
4905,H34318,H,303.6,312.4,1480.0,50.7,,0,No Failure
4906,L52085,L,303.6,312.4,,53.1,7.0,0,No Failure
4907,H34320,H,303.6,312.4,1436.0,45.6,9.0,0,No Failure
4908,M19767,M,303.6,312.5,1607.0,,14.0,0,No Failure
4909,M19768,M,303.6,312.5,1459.0,48.2,17.0,0,No Failure
4910,L52089,L,303.5,312.4,1481.0,43.7,20.0,0,No Failure
4911,M19770,M,303.5,312.4,1606.0,31.7,22.0,0,No Failure
4912,L52091,L,303.5,312.3,1681.0,29.8,25.0,0,No Failure
4913,L52092,L,303.5,312.2,1511.0,37.1,27.0,0,No Failure
4914,M19773,M,,312.3,1593.0,35.2,29.0,0,No Failure
4915,M19774,M,303.5,312.3,1532.0,41.7,32.0,0,No Failure
4916,H34329,H,303.5,312.3,1386.0,49.0,35.0,0,No Failure
4917,H34330,H,303.4,312.3,1769.0,27.9,40.0,0,No Failure
4918,M19777,M,303.4,312.2,1561.0,38.2,45.0,0,No Failure
4919,L52098,L,303.3,312.2,1457.0,40.7,48.0,0,No Failure
4920,L52099,L,303.3,312.2,1506.0,40.0,50.0,0,No Failure
4921,L52100,L,303.4,312.2,1337.0,69.4,52.0,1,Power Failure
4922,L52101,L,303.4,312.3,1287.0,54.8,54.0,0,No Failure
4923,M19782,M,303.4,312.2,1615.0,35.7,56.0,0,No Failure
4924,M19783,M,303.4,312.2,1972.0,23.5,59.0,0,No Failure
4925,H34338,H,303.4,312.3,1522.0,42.1,62.0,0,No Failure
4926,L52105,L,303.4,312.3,1680.0,30.6,67.0,0,No Failure
4927,L52106,L,303.4,312.3,1502.0,36.0,69.0,0,No Failure
4928,M19787,M,303.5,312.3,1543.0,33.3,71.0,0,No Failure
4929,L52108,L,303.5,312.3,1584.0,35.2,74.0,0,No Failure
4930,L52109,L,303.5,312.4,1340.0,44.5,,0,No Failure
4931,L52110,L,303.4,312.3,1663.0,33.9,78.0,0,No Failure
4932,M19791,M,303.3,312.1,1693.0,30.0,80.0,0,No Failure
4933,L52112,L,303.3,312.1,1418.0,44.7,83.0,0,No Failure
4934,H34347,H,303.4,312.2,1554.0,36.8,85.0,0,No Failure
4935,L52114,L,303.4,,1580.0,35.8,90.0,0,No Failure
4936,L52115,L,303.4,312.3,1479.0,42.8,92.0,0,No Failure
4937,L52116,L,303.5,312.4,1284.0,70.6,94.0,1,Power Failure
4938,L52117,L,303.4,312.3,1540.0,38.7,96.0,0,No Failure
4939,M19798,M,303.5,312.4,1606.0,30.1,98.0,0,No Failure
4940,L52119,L,303.6,312.5,1286.0,,101.0,0,No Failure
4941,L52120,L,303.6,312.6,1502.0,39.5,103.0,0,No Failure
4942,M19801,M,,312.7,1699.0,31.5,105.0,0,No Failure
4943,L52122,L,,312.6,1602.0,34.2,108.0,0,No Failure
4944,H34357,H,303.6,312.6,1436.0,42.0,110.0,0,No Failure
4945,M19804,M,303.6,312.7,1765.0,27.5,,0,No Failure
4946,L52125,L,303.6,312.7,1418.0,44.1,118.0,0,No Failure
4947,M19806,M,303.7,312.7,1669.0,31.7,120.0,0,No Failure
4948,L52127,L,303.7,312.7,,53.9,123.0,0,No Failure
4949,M19808,M,303.8,312.7,1500.0,41.7,125.0,0,No Failure
4950,M19809,M,303.8,312.7,1555.0,33.4,128.0,0,No Failure
4951,M19810,M,303.8,312.7,1919.0,20.2,131.0,0,No Failure
4952,L52131,L,303.8,312.7,1596.0,36.6,134.0,0,No Failure
4953,M19812,M,303.8,312.7,1374.0,53.6,136.0,0,No Failure
4954,L52133,L,303.7,312.5,1670.0,26.1,139.0,0,No Failure
4955,L52134,L,303.7,312.6,1702.0,29.1,141.0,0,No Failure
4956,M19815,M,303.8,312.5,1366.0,45.1,143.0,0,No Failure
4957,M19816,M,303.8,312.5,2344.0,15.2,146.0,0,No Failure
4958,M19817,M,303.8,312.6,1768.0,23.9,149.0,0,No Failure
4959,L52138,L,303.8,312.5,1523.0,47.0,152.0,0,No Failure
4960,L52139,L,303.8,312.6,1735.0,25.9,154.0,0,No Failure
4961,L52140,L,,312.7,1339.0,62.3,156.0,0,No Failure
4962,L52141,L,303.9,312.7,1800.0,24.3,158.0,0,No Failure
4963,M19822,M,304.0,312.7,1456.0,51.2,160.0,0,No Failure
4964,L52143,L,303.9,312.7,1789.0,24.4,163.0,0,No Failure
4965,L52144,L,303.9,312.7,1602.0,33.9,165.0,0,No Failure
4966,M19825,M,303.8,312.7,1364.0,49.3,167.0,0,No Failure
4967,L52146,L,303.8,312.6,1793.0,28.1,170.0,0,No Failure
4968,L52147,L,303.9,312.6,1426.0,53.4,172.0,0,No Failure
4969,M19828,M,303.9,312.7,1485.0,43.3,174.0,0,No Failure
4970,L52149,L,303.9,312.7,1528.0,38.4,177.0,0,No Failure
4971,L52150,L,303.8,312.6,1565.0,36.0,179.0,0,No Failure
4972,L52151,L,303.8,312.7,1838.0,27.8,181.0,0,No Failure
4973,H34386,H,303.8,312.6,1811.0,24.9,183.0,0,No Failure
4974,L52153,L,303.8,312.7,1461.0,38.2,188.0,0,No Failure
4975,L52154,L,303.8,312.7,1414.0,41.7,190.0,0,No Failure
4976,L52155,L,303.7,312.7,1426.0,45.5,192.0,0,No Failure
4977,L52156,L,303.7,312.7,1359.0,56.8,194.0,1,Overstrain Failure
4978,L52157,L,303.7,312.7,1540.0,44.8,196.0,0,No Failure
4979,L52158,L,303.6,312.7,1429.0,47.7,198.0,0,No Failure
4980,M19839,M,303.7,312.7,1612.0,36.3,200.0,0,No Failure
4981,M19840,M,303.7,312.8,1685.0,31.8,203.0,0,No Failure
4982,M19841,M,303.7,312.8,1558.0,37.7,206.0,0,No Failure
4983,L52162,L,303.7,313.0,1811.0,24.3,209.0,0,No Failure
4984,L52163,L,303.8,313.1,1869.0,25.8,211.0,0,No Failure
4985,L52164,L,303.8,313.1,1256.0,58.7,213.0,1,Overstrain Failure
4986,M19845,M,303.8,313.0,1789.0,23.5,215.0,0,No Failure
4987,L52166,L,303.7,312.9,1502.0,40.5,0.0,0,No Failure
4988,M19847,M,303.7,313.0,1303.0,54.4,2.0,0,No Failure
4989,L52168,L,303.8,313.1,2497.0,13.0,5.0,1,Power Failure
4990,L52169,L,303.9,313.2,1499.0,37.4,7.0,0,No Failure
4991,L52170,L,303.9,313.2,1393.0,46.5,9.0,0,No Failure
4992,M19851,M,303.9,313.0,1475.0,41.0,11.0,0,No Failure
4993,L52172,L,303.8,312.9,1573.0,34.6,14.0,0,No Failure
4994,L52173,L,303.8,312.9,1819.0,23.7,16.0,0,No Failure
4995,M19854,M,,312.6,,29.4,18.0,0,No Failure
4996,L52175,L,303.6,312.6,1540.0,39.8,21.0,0,No Failure
4997,M19856,M,303.6,312.8,1400.0,,23.0,0,No Failure
4998,M19857,M,303.6,312.8,2659.0,11.4,26.0,1,Power Failure
4999,M19858,M,303.6,312.8,1825.0,25.2,29.0,0,No Failure
5000,M19859,M,303.7,312.9,1532.0,41.3,32.0,0,No Failure
5001,L52180,L,303.7,312.8,,23.6,35.0,0,No Failure
5002,M19861,M,303.6,312.7,2174.0,17.6,37.0,0,No Failure
5003,L52182,L,303.7,312.8,1627.0,31.7,40.0,0,No Failure
5004,L52183,L,,312.8,1437.0,51.3,42.0,0,No Failure
5005,L52184,L,303.7,312.8,1364.0,46.3,44.0,0,No Failure
5006,M19865,M,303.7,,1444.0,52.7,46.0,0,No Failure
5007,M19866,M,303.7,312.8,1366.0,47.3,49.0,0,No Failure
5008,L52187,L,303.8,312.9,1442.0,48.3,52.0,0,No Failure
5009,H34422,H,303.7,312.8,1488.0,42.8,54.0,0,No Failure
5010,L52189,L,303.7,312.8,1523.0,40.7,59.0,0,No Failure
5011,L52190,L,303.7,312.8,1543.0,38.3,61.0,0,No Failure
5012,M19871,M,303.7,312.8,1634.0,33.8,63.0,0,No Failure
5013,M19872,M,303.8,,1815.0,27.8,66.0,0,No Failure
5014,M19873,M,303.8,312.9,,35.2,69.0,0,No Failure
5015,L52194,L,,313.0,1452.0,38.6,72.0,0,No Failure
5016,L52195,L,303.9,313.0,1759.0,28.4,74.0,0,No Failure
5017,L52196,L,303.9,313.0,1408.0,47.5,76.0,0,No Failure
5018,L52197,L,303.9,313.0,1483.0,45.0,78.0,0,No Failure
5019,M19878,M,303.9,313.0,1620.0,36.6,80.0,0,No Failure
5020,M19879,M,304.0,313.1,1466.0,39.5,83.0,0,No Failure
5021,L52200,L,304.1,313.1,1556.0,36.3,86.0,0,No Failure
5022,L52201,L,304.0,313.0,1350.0,61.1,88.0,0,No Failure
5023,L52202,L,304.0,313.1,1404.0,47.1,90.0,0,No Failure
5024,M19883,M,304.0,313.0,1575.0,34.5,92.0,0,No Failure
5025,L52204,L,303.9,313.1,1639.0,29.0,95.0,0,No Failure
5026,M19885,M,303.9,313.1,1473.0,42.8,97.0,0,No Failure
5027,L52206,L,303.9,313.2,1481.0,40.0,100.0,0,No Failure
5028,L52207,L,304.0,313.3,1294.0,54.6,102.0,0,No Failure
5029,M19888,M,303.9,313.2,1630.0,29.3,104.0,0,No Failure
5030,M19889,M,303.9,313.2,1624.0,39.8,107.0,0,No Failure
5031,M19890,M,303.9,313.1,1437.0,48.3,110.0,0,No Failure
5032,M19891,M,303.8,313.0,1514.0,45.0,113.0,0,No Failure
5033,M19892,M,304.0,313.1,1694.0,,116.0,0,No Failure
5034,L52213,L,304.0,313.1,1564.0,50.9,,0,No Failure
5035,M19894,M,303.9,313.1,1514.0,41.1,121.0,0,No Failure
5036,M19895,M,,,1500.0,40.6,124.0,0,No Failure
5037,L52216,L,304.0,313.2,1615.0,37.8,127.0,0,No Failure
5038,M19897,M,304.1,313.2,1586.0,41.1,129.0,0,No Failure
5039,L52218,L,304.1,313.3,1732.0,28.5,132.0,0,No Failure
5040,H34453,H,304.1,313.3,1689.0,32.5,134.0,0,No Failure
5041,H34454,H,304.1,313.2,,34.6,139.0,0,No Failure
5042,L52221,L,304.0,313.2,1314.0,47.1,144.0,0,No Failure
5043,L52222,L,304.1,313.2,1569.0,35.8,146.0,0,No Failure
5044,L52223,L,304.1,313.2,1468.0,39.4,148.0,0,No Failure
5045,L52224,L,304.1,313.2,1412.0,47.5,150.0,0,No Failure
5046,M19905,M,304.1,313.2,1510.0,46.9,152.0,0,No Failure
5047,M19906,M,304.1,313.2,1410.0,42.4,155.0,0,No Failure
5048,M19907,M,304.1,313.3,1680.0,29.3,158.0,0,No Failure
5049,H34462,H,304.0,313.2,1271.0,68.6,161.0,1,Power Failure
5050,H34463,H,304.0,313.1,1472.0,45.5,166.0,0,No Failure
5051,H34464,H,304.0,313.0,1701.0,30.4,171.0,0,No Failure
5052,L52231,L,303.9,313.0,1480.0,39.9,176.0,0,No Failure
5053,L52232,L,303.9,313.0,1433.0,48.4,178.0,0,No Failure
5054,L52233,L,303.8,,1514.0,34.3,180.0,0,No Failure
5055,L52234,L,303.8,312.9,1619.0,35.7,182.0,0,No Failure
5056,H34469,H,303.8,312.9,1378.0,45.6,184.0,0,No Failure
5057,M19916,M,303.9,312.9,1430.0,53.5,189.0,0,No Failure
5058,L52237,L,303.8,312.9,1367.0,49.9,192.0,0,No Failure
5059,L52238,L,303.9,312.9,1526.0,42.5,194.0,0,No Failure
5060,L52239,L,303.9,312.8,1419.0,47.9,196.0,0,No Failure
5061,L52240,L,304.0,312.8,1542.0,42.7,198.0,0,No Failure
5062,L52241,L,304.0,312.9,1363.0,62.5,200.0,1,Overstrain Failure
5063,L52242,L,304.0,312.9,1313.0,53.9,202.0,0,No Failure
5064,H34477,H,304.0,312.9,1495.0,46.6,0.0,0,No Failure
5065,L52244,L,304.0,313.0,1407.0,42.1,5.0,0,No Failure
5066,L52245,L,304.1,313.0,1566.0,37.2,7.0,0,No Failure
5067,L52246,L,304.1,313.1,1550.0,30.9,9.0,0,No Failure
5068,M19927,M,304.2,313.2,1396.0,,11.0,0,No Failure
5069,M19928,M,304.3,313.3,1540.0,39.0,14.0,0,No Failure
5070,M19929,M,304.2,313.2,1380.0,48.7,17.0,0,No Failure
5071,M19930,M,304.2,313.1,1608.0,,20.0,0,No Failure
5072,H34485,H,304.2,313.0,1442.0,40.9,23.0,0,No Failure
5073,L52252,L,304.1,313.0,1408.0,45.3,28.0,0,No Failure
5074,M19933,M,304.0,313.0,1454.0,46.8,30.0,0,No Failure
5075,L52254,L,304.1,313.1,1666.0,34.6,33.0,0,No Failure
5076,L52255,L,304.1,313.2,1366.0,46.6,35.0,0,No Failure
5077,L52256,L,304.2,313.2,1464.0,,37.0,0,No Failure
5078,L52257,L,304.3,313.3,1775.0,24.9,39.0,0,No Failure
5079,M19938,M,304.3,313.4,1482.0,43.8,41.0,0,No Failure
5080,M19939,M,304.2,313.4,1411.0,54.8,44.0,0,No Failure
5081,L52260,L,304.2,313.3,1410.0,51.6,47.0,0,No Failure
5082,M19941,M,304.1,313.3,1494.0,39.0,49.0,0,No Failure
5083,H34496,H,304.1,313.2,1590.0,43.4,52.0,0,No Failure
5084,L52263,L,304.1,313.1,1327.0,54.1,57.0,0,No Failure
5085,L52264,L,304.1,,1969.0,20.8,59.0,0,No Failure
5086,M19945,M,304.0,313.0,1377.0,56.0,61.0,0,No Failure
5087,L52266,L,304.0,313.0,1541.0,45.9,64.0,0,No Failure
5088,M19947,M,304.0,313.0,1685.0,28.2,66.0,0,No Failure
5089,L52268,L,304.0,313.1,1465.0,41.0,69.0,0,No Failure
5090,M19949,M,303.9,313.1,1483.0,47.2,71.0,0,No Failure
5091,M19950,M,,313.2,1570.0,40.7,74.0,0,No Failure
5092,L52271,L,303.9,313.2,1345.0,48.2,77.0,0,No Failure
5093,M19952,M,303.9,313.2,1608.0,40.6,79.0,0,No Failure
5094,M19953,M,304.0,313.3,1415.0,52.8,82.0,0,No Failure
5095,M19954,M,304.1,313.5,1470.0,45.8,85.0,0,No Failure
5096,M19955,M,304.1,313.5,1428.0,39.9,88.0,0,No Failure
5097,H34510,H,304.2,313.5,1627.0,32.2,91.0,0,No Failure
5098,L52277,L,304.2,,1457.0,49.4,96.0,0,No Failure
5099,L52278,L,304.2,313.4,1475.0,40.2,98.0,0,No Failure
5100,L52279,L,304.2,313.5,1438.0,50.1,100.0,0,No Failure
5101,M19960,M,304.2,313.5,1437.0,47.2,102.0,0,No Failure
5102,M19961,M,304.1,313.4,1518.0,42.4,105.0,0,No Failure
5103,M19962,M,304.1,313.5,1587.0,33.6,108.0,0,No Failure
5104,L52283,L,304.1,313.4,1399.0,43.7,111.0,0,No Failure
5105,L52284,L,304.1,313.5,1469.0,44.6,113.0,0,No Failure
5106,L52285,L,304.1,313.4,1374.0,56.6,115.0,0,No Failure
5107,L52286,L,304.0,313.3,1519.0,36.7,117.0,0,No Failure
5108,L52287,L,303.9,313.2,1540.0,44.4,119.0,0,No Failure
5109,L52288,L,303.9,313.3,1394.0,51.6,121.0,0,No Failure
5110,M19969,M,304.0,313.4,1389.0,45.8,123.0,0,No Failure
5111,M19970,M,304.0,313.5,1732.0,,126.0,0,No Failure
5112,L52291,L,,313.6,1556.0,37.4,129.0,0,No Failure
5113,M19972,M,304.1,313.6,1441.0,43.7,131.0,0,No Failure
5114,L52293,L,304.1,313.6,1382.0,46.7,134.0,0,No Failure
5115,M19974,M,304.2,313.8,1481.0,44.9,136.0,0,No Failure
5116,M19975,M,304.2,313.7,2113.0,18.4,139.0,0,No Failure
5117,L52296,L,304.2,313.8,1401.0,53.9,142.0,0,No Failure
5118,L52297,L,304.1,313.6,1611.0,31.4,144.0,0,No Failure
5119,M19978,M,304.2,313.6,1512.0,33.4,146.0,0,No Failure
5120,L52299,L,304.2,313.6,1411.0,46.0,149.0,0,No Failure
5121,M19980,M,304.2,313.6,1424.0,43.7,151.0,0,No Failure
5122,L52301,L,304.2,313.6,1469.0,40.0,154.0,0,No Failure
5123,H34536,H,304.2,313.5,1684.0,29.8,156.0,0,No Failure
5124,M19983,M,304.2,313.5,1532.0,41.3,,0,No Failure
5125,M19984,M,304.2,313.5,1557.0,37.3,164.0,0,No Failure
5126,M19985,M,304.3,313.5,1416.0,48.1,167.0,0,No Failure
5127,L52306,L,304.3,313.5,1802.0,,170.0,0,No Failure
5128,M19987,M,304.3,313.5,2245.0,15.1,172.0,0,No Failure
5129,L52308,L,304.2,313.4,1434.0,42.5,175.0,0,No Failure
5130,M19989,M,304.1,313.3,1725.0,28.3,177.0,0,No Failure
5131,L52310,L,304.2,313.3,1668.0,,180.0,0,No Failure
5132,L52311,L,304.1,313.3,1452.0,43.9,182.0,0,No Failure
5133,L52312,L,304.1,313.3,1415.0,50.0,184.0,0,No Failure
5134,L52313,L,304.1,313.2,1824.0,,186.0,0,No Failure
5135,L52314,L,304.1,313.3,1438.0,45.5,188.0,0,No Failure
5136,L52315,L,304.1,313.3,1883.0,24.5,190.0,0,No Failure
5137,L52316,L,304.2,313.4,1735.0,28.9,192.0,0,No Failure
5138,L52317,L,304.3,313.5,1464.0,36.7,194.0,0,No Failure
5139,M19998,M,304.3,313.6,1489.0,40.3,,0,No Failure
5140,M19999,M,304.4,,1510.0,38.9,199.0,0,No Failure
5141,M20000,M,304.3,313.6,1585.0,32.1,202.0,0,No Failure
5142,L52321,L,304.4,313.7,1509.0,35.0,205.0,1,Tool Wear Failure
5143,L52322,L,304.4,313.6,1568.0,39.1,0.0,0,No Failure
5144,M20003,M,304.3,313.5,1525.0,42.0,2.0,0,No Failure
5145,L52324,L,304.4,313.7,1607.0,33.5,5.0,0,No Failure
5146,L52325,L,304.5,313.7,1670.0,32.9,7.0,0,No Failure
5147,L52326,L,304.4,313.6,1585.0,38.9,9.0,0,No Failure
5148,L52327,L,304.4,313.6,1569.0,38.4,11.0,0,No Failure
5149,L52328,L,304.4,313.6,1507.0,43.1,13.0,0,No Failure
5150,L52329,L,304.3,313.5,1452.0,41.5,15.0,0,No Failure
5151,L52330,L,304.3,313.5,1590.0,29.8,17.0,0,No Failure
5152,L52331,L,304.3,313.6,1409.0,56.0,19.0,0,No Failure
5153,L52332,L,304.3,313.5,2643.0,,21.0,0,No Failure
5154,L52333,L,304.2,313.4,1644.0,31.7,23.0,0,No Failure
5155,L52334,L,304.2,313.4,1568.0,37.6,25.0,0,No Failure
5156,H34569,H,304.2,313.3,1625.0,37.3,27.0,0,No Failure
5157,L52336,L,304.2,313.4,1482.0,41.4,32.0,0,No Failure
5158,H34571,H,304.1,313.3,1397.0,49.6,34.0,0,No Failure
5159,L52338,L,304.1,313.3,1459.0,50.3,39.0,0,No Failure
5160,L52339,L,304.2,313.4,1490.0,44.0,41.0,0,No Failure
5161,L52340,L,304.1,313.2,1434.0,50.1,43.0,0,No Failure
5162,M20021,M,304.1,313.2,2028.0,18.9,45.0,0,No Failure
5163,L52342,L,304.2,313.3,1464.0,45.9,48.0,0,No Failure
5164,M20023,M,304.2,313.4,1713.0,23.5,50.0,0,No Failure
5165,M20024,M,,313.4,1624.0,32.1,53.0,0,No Failure
5166,L52345,L,304.2,313.4,1421.0,43.4,56.0,0,No Failure
5167,H34580,H,304.2,313.5,1546.0,41.4,58.0,0,No Failure
5168,L52347,L,304.2,313.4,1639.0,32.7,63.0,0,No Failure
5169,H34582,H,304.1,313.4,1696.0,29.6,65.0,0,No Failure
5170,L52349,L,304.1,313.3,1470.0,39.9,70.0,0,No Failure
5171,M20030,M,304.1,313.3,1480.0,38.4,72.0,0,No Failure
5172,M20031,M,304.2,313.4,1329.0,54.5,75.0,0,No Failure
5173,L52352,L,304.2,313.4,1740.0,28.2,78.0,0,No Failure
5174,M20033,M,304.2,313.5,1739.0,28.1,80.0,0,No Failure
5175,M20034,M,304.2,313.5,1390.0,47.8,83.0,0,No Failure
5176,L52355,L,304.2,313.4,1740.0,23.7,86.0,0,No Failure
5177,M20036,M,304.0,313.3,1844.0,27.1,88.0,0,No Failure
5178,H34591,H,304.0,313.1,1388.0,53.2,91.0,0,No Failure
5179,H34592,H,304.0,313.2,1517.0,43.1,96.0,0,No Failure
5180,M20039,M,304.0,,1450.0,42.8,101.0,0,No Failure
5181,L52360,L,304.0,313.2,1584.0,38.7,104.0,0,No Failure
5182,L52361,L,304.0,313.1,1720.0,28.7,106.0,0,No Failure
5183,L52362,L,303.9,313.1,1586.0,31.9,108.0,0,No Failure
5184,M20043,M,303.9,313.0,1901.0,,110.0,0,No Failure
5185,L52364,L,304.0,313.0,1397.0,42.4,113.0,0,No Failure
5186,L52365,L,304.0,313.0,2012.0,21.1,115.0,0,No Failure
5187,L52366,L,304.0,313.0,2354.0,15.0,117.0,0,No Failure
5188,L52367,L,,313.1,1648.0,35.7,119.0,0,No Failure
5189,L52368,L,304.0,313.2,1632.0,30.6,121.0,0,No Failure
5190,M20049,M,304.1,313.2,1427.0,46.9,123.0,0,No Failure
5191,L52370,L,304.1,313.2,1452.0,48.0,126.0,0,No Failure
5192,L52371,L,304.0,313.2,1416.0,46.0,128.0,0,No Failure
5193,L52372,L,303.9,313.1,1310.0,62.9,130.0,0,No Failure
5194,H34607,H,304.0,313.1,1408.0,39.8,132.0,0,No Failure
5195,M20054,M,,313.1,1668.0,34.4,137.0,0,No Failure
5196,L52375,L,303.9,313.0,1551.0,36.8,140.0,0,No Failure
5197,H34610,H,303.9,313.0,1517.0,36.0,142.0,0,No Failure
5198,H34611,H,303.8,312.9,1570.0,35.8,147.0,0,No Failure
5199,L52378,L,303.8,312.8,1428.0,53.3,152.0,0,No Failure
5200,L52379,L,303.8,312.8,1503.0,40.0,154.0,0,No Failure
5201,L52380,L,303.8,312.8,1416.0,58.7,156.0,0,No Failure
5202,M20061,M,,312.7,1396.0,47.3,158.0,0,No Failure
5203,L52382,L,303.7,312.7,1335.0,51.1,161.0,0,No Failure
5204,M20063,M,303.7,312.6,1671.0,30.5,163.0,0,No Failure
5205,L52384,L,303.7,312.7,1989.0,22.4,166.0,0,No Failure
5206,L52385,L,303.7,312.7,1468.0,43.3,168.0,0,No Failure
5207,H34620,H,303.7,312.6,1711.0,27.6,170.0,0,No Failure
5208,M20067,M,303.8,312.7,1488.0,41.3,175.0,0,No Failure
5209,L52388,L,303.8,312.7,1664.0,29.3,178.0,0,No Failure
5210,M20069,M,303.8,312.7,,38.5,180.0,0,No Failure
5211,L52390,L,303.7,312.6,1466.0,42.5,,0,No Failure
5212,L52391,L,303.7,312.5,,53.6,185.0,0,No Failure
5213,L52392,L,303.7,,1397.0,45.7,187.0,0,No Failure
5214,M20073,M,303.7,312.6,1429.0,43.3,189.0,0,No Failure
5215,L52394,L,303.7,312.7,1572.0,37.2,192.0,0,No Failure
5216,M20075,M,303.7,312.7,1532.0,42.7,194.0,0,No Failure
5217,M20076,M,303.7,312.7,1316.0,,197.0,0,No Failure
5218,M20077,M,303.8,312.8,1420.0,47.9,200.0,0,No Failure
5219,L52398,L,303.8,312.9,1589.0,37.2,203.0,0,No Failure
5220,L52399,L,303.8,313.0,1365.0,59.9,205.0,1,Overstrain Failure
5221,L52400,L,303.8,313.0,1633.0,32.9,207.0,0,No Failure
5222,L52401,L,,313.0,1626.0,31.4,209.0,0,No Failure
5223,L52402,L,303.9,313.1,1665.0,29.6,0.0,0,No Failure
5224,M20083,M,303.9,313.2,1350.0,47.2,2.0,0,No Failure
5225,L52404,L,303.9,313.2,1590.0,31.9,5.0,0,No Failure
5226,M20085,M,304.0,313.2,1437.0,53.9,7.0,0,No Failure
5227,L52406,L,303.9,313.0,,48.3,10.0,0,No Failure
5228,L52407,L,303.9,313.1,1440.0,41.1,12.0,0,No Failure
5229,M20088,M,303.9,313.1,,61.4,14.0,0,No Failure
5230,H34643,H,,313.1,1790.0,26.7,17.0,0,No Failure
5231,M20090,M,303.8,313.1,2117.0,18.6,22.0,0,No Failure
5232,L52411,L,303.8,313.1,1458.0,42.2,25.0,0,No Failure
5233,L52412,L,303.6,312.9,1381.0,57.8,27.0,0,No Failure
5234,L52413,L,303.6,312.9,1450.0,45.3,29.0,0,No Failure
5235,L52414,L,303.7,312.9,1461.0,50.1,31.0,0,No Failure
5236,M20095,M,303.7,312.9,1511.0,41.0,33.0,0,No Failure
5237,L52416,L,303.8,313.1,1394.0,45.4,36.0,0,No Failure
5238,L52417,L,303.8,313.0,1499.0,42.3,38.0,0,No Failure
5239,L52418,L,303.7,,1457.0,44.1,40.0,0,No Failure
5240,L52419,L,303.7,313.0,1753.0,29.0,42.0,0,No Failure
5241,L52420,L,303.7,313.0,1694.0,28.0,44.0,0,No Failure
5242,L52421,L,303.7,313.1,1683.0,28.4,46.0,0,No Failure
5243,L52422,L,303.7,313.1,1496.0,47.4,48.0,0,No Failure
5244,L52423,L,,313.1,1721.0,34.8,50.0,0,No Failure
5245,L52424,L,303.6,313.0,1593.0,31.6,52.0,0,No Failure
5246,L52425,L,303.6,313.0,1575.0,38.3,54.0,0,No Failure
5247,L52426,L,303.5,313.0,1465.0,41.0,56.0,0,No Failure
5248,L52427,L,303.6,313.1,1405.0,38.3,58.0,0,No Failure
5249,M20108,M,303.5,313.0,1902.0,21.6,60.0,0,No Failure
5250,M20109,M,303.4,312.9,1422.0,39.9,63.0,0,No Failure
5251,L52430,L,303.5,312.9,1332.0,52.9,66.0,0,No Failure
5252,M20111,M,303.4,312.9,1307.0,54.3,68.0,0,No Failure
5253,L52432,L,303.5,313.0,1322.0,59.5,71.0,0,No Failure
5254,L52433,L,303.5,313.0,1547.0,40.3,73.0,0,No Failure
5255,L52434,L,303.5,313.1,1897.0,23.6,75.0,0,No Failure
5256,M20115,M,303.5,313.0,1403.0,51.9,77.0,0,No Failure
5257,L52436,L,303.5,313.0,,51.6,80.0,0,No Failure
5258,L52437,L,303.5,313.0,1482.0,38.5,82.0,0,No Failure
5259,M20118,M,303.5,312.9,1572.0,44.7,84.0,0,No Failure
5260,L52439,L,303.5,,1544.0,36.9,87.0,0,No Failure
5261,M20120,M,303.5,313.0,1492.0,46.1,89.0,0,No Failure
5262,L52441,L,303.4,,1513.0,35.8,92.0,0,No Failure
5263,L52442,L,303.4,312.8,1449.0,43.9,94.0,0,No Failure
5264,L52443,L,303.5,312.8,1877.0,22.3,96.0,0,No Failure
5265,L52444,L,303.4,312.8,1376.0,53.4,98.0,0,No Failure
5266,M20125,M,303.5,312.9,1883.0,23.3,100.0,0,No Failure
5267,M20126,M,303.4,312.8,1518.0,38.7,103.0,0,No Failure
5268,M20127,M,303.5,312.9,1438.0,42.8,106.0,0,No Failure
5269,L52448,L,303.4,,1389.0,54.1,109.0,0,No Failure
5270,L52449,L,303.5,312.9,1504.0,44.8,111.0,0,No Failure
5271,L52450,L,303.5,312.9,1275.0,64.4,113.0,0,No Failure
5272,L52451,L,303.6,313.0,1534.0,39.7,115.0,0,No Failure
